DATAFLOW,LAST UPDATE,freq,unit,mot_nrg,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,BIOETH,NL,2021,3671,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,BIOETH,NO,2018,0,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,BIOETH,NO,2019,0,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,BIOETH,NO,2020,5,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,BIOETH,NO,2021,7,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,BIOETH,PL,2013,112,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,BIOETH,PL,2014,113,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,BIOETH,PL,2015,112,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,BIOETH,PL,2016,108,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,BIOETH,PL,2017,117,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,BIOETH,PL,2018,137,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,BIOETH,PL,2019,184,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,BIOETH,PL,2020,267,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,BIOETH,PL,2021,314,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,BIOETH,PT,2013,0,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,BIOETH,PT,2014,11,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,BIOETH,PT,2015,16,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,BIOETH,PT,2016,22,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,BIOETH,PT,2017,24,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,BIOETH,PT,2018,22,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,BIOETH,PT,2019,29,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,BIOETH,PT,2020,29,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,BIOETH,PT,2021,32,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,BIOETH,RO,2019,,z
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,BIOETH,SE,2013,40,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,BIOETH,SE,2014,41,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,BIOETH,SE,2015,38,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,BIOETH,SE,2016,45,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,BIOETH,SE,2017,59,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,BIOETH,SE,2018,67,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,BIOETH,SE,2019,95,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,BIOETH,SE,2020,115,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,BIOETH,SE,2021,134,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,BIOETH,TR,2017,0,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,BIOETH,TR,2018,0,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,BIOETH,TR,2019,0,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,BIOETH,TR,2020,0,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,BIOETH,TR,2021,0,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,BIOETH,XK,2017,3,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,BIOETH,XK,2018,9,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,BIOETH,XK,2019,0,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,BIOETH,XK,2021,0,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,AL,2014,272421,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,AL,2015,292461,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,AL,2016,317053,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,AL,2017,300905,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,AL,2018,335240,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,AL,2019,366379,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,AL,2020,396887,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,AL,2021,437038,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,AT,2013,2621588,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,AT,2014,2663654,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,AT,2015,2703999,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,AT,2016,2750383,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,AT,2017,2771925,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,AT,2018,2778795,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,AT,2019,2779026,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,AT,2020,2776651,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,AT,2021,2745471,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,BA,2013,481869,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,BA,2014,520004,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,BA,2015,558181,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,BA,2016,566250,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,BA,2017,616250,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,BA,2018,652094,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,BA,2019,681039,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,BA,2020,689134,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,BA,2021,736688,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,BE,2013,3438968,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,BE,2014,3460094,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,BE,2015,3460776,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,BE,2016,3429222,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,BE,2017,3344412,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,BE,2018,3199563,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,BE,2019,3014455,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,BE,2020,2833702,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,BE,2021,2664255,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,CH,2013,1073126,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,CH,2014,1164659,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,CH,2015,1259549,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,CH,2016,1341939,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,CH,2017,1402063,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,CH,2018,1434282,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,CH,2019,1450435,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,CH,2020,1458016,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,CH,2021,1453298,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,CY,2013,50478,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,CY,2014,54870,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,CY,2015,60592,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,CY,2016,70264,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,CY,2017,83505,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,CY,2018,99381,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,CY,2019,114291,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,CY,2020,123622,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,CY,2021,129661,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,CZ,2013,1525690,b
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,CZ,2014,1631014,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,CZ,2015,1807953,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,CZ,2016,1954086,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,CZ,2017,2097056,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,CZ,2018,2205495,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,CZ,2019,2313009,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,CZ,2020,2388353,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,CZ,2021,2415250,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,DE,2013,13215000,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,DE,2014,13861000,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,DE,2015,14532000,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,DE,2016,15089392,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,DE,2017,15237472,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,DE,2018,15179677,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,DE,2019,15202076,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,DE,2020,15270342,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,DE,2021,15179992,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,DK,2013,653424,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,DK,2014,682222,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,DK,2015,715682,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,DK,2016,754095,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,DK,2017,782907,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,DK,2018,812574,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,DK,2019,822368,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,DK,2020,828081,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,DK,2021,804754,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,EE,2013,201372,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,EE,2014,222646,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,EE,2015,241054,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,EE,2016,258436,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,EE,2017,274839,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,EE,2018,291597,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,EE,2019,314979,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,EE,2020,326706,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,EE,2021,340588,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,ES,2014,12303075,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,ES,2015,12645648,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,ES,2016,13032515,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,ES,2017,13371064,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,ES,2018,13505356,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,ES,2019,13514600,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,ES,2020,13456258,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,ES,2021,13351832,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,FI,2013,705045,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,FI,2014,746323,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,FI,2015,783760,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,FI,2016,828194,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,FI,2017,867128,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,FI,2018,901393,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,FI,2019,927011,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,FI,2020,942092,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,FI,2021,945046,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,FR,2013,22988251,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,FR,2014,23462729,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,FR,2015,23770158,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,FR,2016,23896213,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,FR,2017,23807932,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,FR,2018,23256587,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,FR,2019,22678545,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,FR,2020,22115978,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,FR,2021,21499738,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,HR,2013,563000,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,HR,2014,607000,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,HR,2015,650007,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,HR,2016,711886,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,HR,2017,767666,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,HR,2018,844546,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,HR,2019,913400,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,HR,2020,951149,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,HR,2021,995611,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,HU,2013,740114,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,HU,2014,809523,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,HU,2015,888874,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,HU,2016,970997,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,HU,2017,1055268,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,HU,2018,1131685,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,HU,2019,1199155,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,HU,2020,1241967,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,HU,2021,1272218,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,IE,2013,742330,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,IE,2014,827680,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,IE,2015,917690,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,IE,2016,1024270,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,IE,2017,1127720,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,IE,2018,1211800,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,IE,2019,1296020,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,IE,2020,1345100,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,IE,2021,1352520,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,IS,2017,77622,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,IS,2018,85043,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,IS,2019,88102,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,IS,2020,89096,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,IS,2021,90330,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,IT,2013,14932000,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,IT,2014,15240069,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,IT,2015,15669276,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,IT,2016,16263957,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,IT,2017,16900141,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,IT,2018,17321593,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,IT,2019,17486135,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,IT,2020,17426703,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,IT,2021,17197765,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,LI,2013,7940,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,LI,2014,8430,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,LI,2015,8896,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,LI,2016,9430,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,LI,2017,9822,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,LI,2018,9927,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,LI,2019,10004,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,LI,2020,10003,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,LI,2021,9808,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,LT,2013,752511,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,LT,2014,721154,b
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,LT,2015,783606,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,LT,2016,847326,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,LT,2017,907246,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,LT,2018,968045,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,LT,2019,1016229,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,LT,2020,1060090,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,LT,2021,1091013,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,LU,2013,238608,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,LU,2014,244530,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,LU,2015,248770,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,LU,2016,251026,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,LU,2017,250393,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,LU,2018,245696,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,LU,2019,239814,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,LU,2020,231265,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,LU,2021,220987,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,LV,2013,272980,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,LV,2014,305612,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,LV,2015,337453,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,LV,2016,355043,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,LV,2017,387996,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,LV,2018,418232,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,LV,2019,447491,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,LV,2020,468180,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,LV,2021,492545,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,MD,2013,90.450,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,MD,2014,103449,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,MD,2015,112318,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,MD,2016,120701,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,MD,2017,144585,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,MD,2018,159521,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,MD,2019,177258,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,MD,2020,193943,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,MD,2021,215476,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,ME,2016,123006,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,ME,2017,134600,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,DIE,ME,2018,148644,
